bvalue = 25.704069, label = 0
[1415.0187457427464, '0']
[1417.864308817751, '1']
[1424.3104305680104, '0']
[1425.80302504123, '0']
[1426.0246891559689, '0']
[1426.4219285556976, '0']
[1426.4219285556976, '1']
[1426.9220558302732, '0']
[1426.9220558302732, '1']
[1437.596156563239, '1']
[1440.044875572201, '1']
[1442.8290730215194, '1']
[1445.533047454835, '1']
[1457.1821594273854, '0']
[1464.8355673130977, '1']
[1474.5547562763084, '1']
[1477.2051935415654, '0']
[1477.5937681005234, '1']
[1480.2646381593752, '0']
[1488.5654387031884, '0']
[1490.7829062810208, '0']
[1491.5522105361765, '0']
[1491.5522105361765, '0']
[1494.3228741149605, '1']
[1495.337946642188, '0']
[1495.337946642188, '0']
[1498.3824010049643, '0']
[1502.0764517108896, '1']
[1504.6938925979593, '0']
[1504.6938925979593, '0']
[1510.0224181455226, '0']
[1510.231957172975, '0']
[1510.8178729009073, '1']
[1511.0597769338424, '1']
[1513.8370098803712, '1']
[1515.246964441239, '0']
[1515.26661916866, '1']
[1518.7195972764723, '0']
[1520.340431858045, '0']
[1535.2089813961843, '1']
[1537.4185553692575, '0']
[1538.9565959619692, '0']
[1549.8400961588554, '1']
[1550.0370235263895, '0']
[1551.5085429334601, '1']
[1570.788205010049, '1']
[1573.0635091701804, '1']
[1577.7655517039893, '1']
[1581.311438931845, '0']
[1584.186559576947, '1']
[1587.3015873015875, '0']
[1588.7253187098006, '1']
[1596.9538108413924, '0']
[1598.1820337610723, '1']
[1599.6828974335592, '1']
[1605.4671345036797, '1']
[1614.0980636152349, '0']
[1621.6198691137956, '0']
[1630.338358686091, '1']
[1631.7924332637442, '1']
[1632.2683661266578, '0']
[1636.9521938950193, '1']
[1640.5904153887284, '0']
[1641.102490629789, '0']
[1641.36456673643, '1']
[1641.8268796094662, '0']
[1652.2113028390922, '1']
[1670.5250414865002, '1']
[1672.8118524395916, '1']
[1673.261414625672, '0']
[1674.9810956493195, '0']
[1676.1402971893035, '0']
[1679.684757253572, '1']
[1681.7118350504245, '0']
[1685.1049431231827, '0']
[1685.2243572891343, '1']
[1689.7159238559898, '1']
[1690.5643812515148, '0']
[1690.5643812515148, '0']
[1690.5643812515148, '1']
[1695.0713145318584, '0']
[1703.2794249549452, '1']
[1706.6859006138031, '1']
[1711.1476151032273, '0']
[1711.6798112196723, '0']
[1711.6798112196723, '1']
[1719.997843478948, '1']
[1721.211870854031, '0']
[1722.863887735342, '1']
[1725.0164870018266, '1']
[1727.4823073565938, '0']
[1731.0227110451601, '0']
[1733.8988824925384, '1']
[1736.6020755254544, '1']
[1741.3844223936412, '0']
[1741.9383481840248, '1']
[1752.9081088666976, '0']
[1752.9081088666976, '1']
[1753.6040455221985, '1']
[1756.6038150713937, '0']
[1758.276315467972, '1']
[1760.776805154228, '1']
[1763.0966580329257, '0']
[1771.591397534311, '0']
[1786.9159432101553, '0']
[1788.2052632688599, '1']
[1790.814941142439, '0']
[1798.6130360765862, '1']
[1800.8798609622365, '0']
[1803.352652962743, '0']
[1806.453748073157, '0']
[1810.3914480217245, '0']
[1821.401891725714, '0']
[1822.1637212608623, '0']
[1825.7796258645965, '0']
[1825.7796258645965, '1']
[1828.0838946126726, '1']
[1862.8875371990894, '0']
[1864.5895999218098, '1']
[1866.7607379634492, '1']
[1871.2609822972424, '1']
[1878.3181294478309, '1']
[1883.142792997331, '0']
[1885.0929222709324, '0']
[1891.8150233002311, '0']
[1891.8150233002311, '1']
[1894.4693335227792, '0']
[1897.0806383402653, '0']
[1898.199539887291, '1']
[1903.7416456595713, '1']
[1909.5246972577936, '1']
[1915.4968823667461, '0']
[1926.5283700178004, '1']
[1940.692439062257, '0']
[1948.9262082309674, '1']
[1952.3367143662097, '1']
[1954.5055520094857, '0']
[1981.3987876597653, '1']
[1981.8137501692784, '1']
[1987.6617625488136, '0']
[1987.8300345301618, '1']
[1988.618957941602, '1']
[1997.775788312737, '1']
[2015.542585650248, '1']
[2015.8186091975294, '1']
[2018.6425303089613, '1']
[2027.3518307671977, '0']
[2038.5983450045849, '1']
[2038.7805219317397, '1']
[2052.1656742116893, '0']
[2056.5811970891386, '1']
[2065.654502063138, '1']
[2068.6604957980094, '0']
[2068.6604957980094, '1']
[2070.1892481191917, '0']
[2070.1892481191917, '1']
[2075.4801993839383, '0']
[2078.325219032097, '0']
[2096.375155758186, '1']
[2096.4869263136543, '0']
[2112.0464600998357, '0']
[2114.993955657003, '0']
[2129.9139386969973, '0']
[2131.421039192143, '0']
[2132.0871829201155, '1']
[2132.6348758583154, '1']
[2146.6361667585134, '1']
[2147.6539365149642, '0']
[2149.2000657317335, '1']
[2157.718461644182, '1']
[2160.3692664037208, '0']
[2162.151571396897, '0']
[2174.9898388704532, '1']
[2177.766743759609, '0']
[2178.649237472767, '1']
[2180.975422477917, '1']
[2187.2554122167935, '1']
[2194.873636563842, '1']
[2209.894564065197, '1']
[2228.92851408157, '0']
[2258.538120327564, '1']
[2263.6008456812756, '1']
[2282.2954981095118, '1']
[2282.960230133367, '0']
[2282.960230133367, '1']
[2296.4005858836194, '1']
[2300.7336490421676, '1']
[2305.526556220751, '0']
[2309.240994936993, '0']
[2310.086674667356, '0']
[2310.086674667356, '1']
[2315.2574816717643, '0']
[2315.410510754262, '1']
[2315.4150439858245, '0']
[2316.9742443916316, '0']
[2327.019742486689, '0']
[2336.524710520241, '0']
[2362.6337445919326, '0']
[2362.6337445919326, '0']
[2380.952380952381, '0']
[2385.102180612138, '1']
[2385.5449905533847, '0']
[2385.5449905533847, '1']
[2396.173375154548, '0']
[2411.575922498787, '0']
[2420.4372439860085, '0']
[2435.1493956347717, '1']
[2438.4301041897297, '0']
[2445.0843198466187, '1']
[2458.0786606919587, '1']
[2463.794985335365, '1']
[2476.289527771587, '0']
[2478.874862401459, '1']
[2481.5309469793524, '1']
[2488.244808134219, '0']
[2488.901795327621, '1']
[2502.191052832427, '1']
[2525.299205025709, '0']
[2541.1141540892486, '0']
[2559.896759251677, '0']
[2571.111817199653, '0']
[2573.2888488029703, '0']
[2581.8572495611793, '1']
[2598.834065865028, '1']
[2603.5096240378866, '0']
[2603.557668836284, '1']
[2616.005382350408, '0']
[2618.296139183688, '1']
[2623.953327342318, '1']
[2629.6650725154277, '1']
[2648.6081619199185, '1']
[2653.4545947340634, '1']
[2659.5127896819436, '1']
[2668.1353736335855, '1']
[2670.0273410799728, '1']
[2672.0351762939654, '0']
[2681.5574391441464, '1']
[2686.466562295805, '0']
[2691.819438106512, '1']
[2715.849838619781, '0']
[2740.5491596072293, '1']
[2747.7803730309383, '0']
[2754.130312560491, '0']
[2754.6772124255845, '1']
[2763.2472789633475, '1']
[2771.2628920794323, '0']
[2772.27743133657, '0']
[2773.4563887152617, '1']
[2782.7858584200003, '0']
[2784.9924234298496, '1']
[2788.356343007223, '0']
[2794.92047358782, '0']
[2813.8280020748457, '0']
[2841.3713164849173, '1']
[2853.1115043625023, '1']
[2861.184370947191, '0']
[2863.376979341755, '1']
[2871.7993340996095, '0']
[2902.7200578487127, '0']
[2914.9881354666923, '0']
[2920.6828977193204, '1']
[2936.003797421862, '1']
[2936.022490355063, '1']
[2937.432808722797, '1']
[2938.6446670730215, '1']
[2986.2871769826447, '1']
[2995.0284564242706, '0']
[3002.885941104144, '1']
[3011.1184777133644, '1']
[3018.5593074049216, '1']
[3031.8352568463406, '1']
[3044.654099558224, '0']
[3061.86795936886, '0']
[3063.2681015596027, '1']
[3095.012322519981, '0']
[3110.589039655658, '1']
[3114.8785988344634, '1']
[3115.9530325564215, '0']
[3125.5907386577983, '1']
[3128.9634081254508, '0']
[3154.701471041431, '1']
[3166.5960663396204, '0']
[3168.269799842726, '1']
[3173.4605627031447, '0']
[3205.833063338183, '1']
[3210.7134569074074, '1']
[3242.671859922386, '0']
[3245.7096554981013, '1']
[3301.4897382049303, '1']
[3310.635463178817, '1']
[3316.6273623419947, '1']
[3327.2918876595836, '0']
[3329.2455224148944, '0']
[3351.2755749812213, '1']
[3358.681178414484, '1']
[3368.8596948485756, '1']
[3368.8972487400342, '1']
[3369.0525868898317, '1']
[3373.341188614346, '0']
[3403.406096509449, '1']
[3419.182017029601, '1']
[3429.2210664326717, '0']
[3432.3786700648852, '1']
[3432.9312406385493, '0']
[3473.7033389834714, '0']
[3490.4365838642707, '1']
[3496.503496503496, '0']
[3502.2547405263344, '0']
[3517.6325165872195, '1']
[3525.1738587545747, '0']
[3536.09344364564, '1']
[3577.0311136524333, '1']
[3601.759721924473, '1']
[3602.8825447351705, '0']
[3612.999472682329, '1']
[3636.801747630872, '1']
[3644.043823125255, '1']
[3680.7250734869926, '0']
[3685.295971085375, '1']
[3685.3702058678873, '1']
[3709.3047495394353, '1']
[3734.2935746295107, '1']
[3742.8804118764333, '1']
[3744.8852426037556, '1']
[3745.159624620554, '0']
[3759.6568931499055, '1']
[3780.829826959202, '1']
[3807.393362373564, '1']
[3838.270689541589, '1']
[3864.0829734542676, '0']
[3896.46633759845, '1']
[3896.7640190623365, '0']
[3908.148606305252, '0']
[3908.148606305252, '0']
[3913.4151105384035, '0']
[3946.3695413369223, '0']
[3957.0519120370045, '1']
[3958.3232420830172, '1']
[3958.3232420830172, '1']
[3966.333389109639, '0']
[3966.333389109639, '1']
[3968.8961349871256, '1']
[4000.646167771311, '1']
[4025.949083081405, '0']
[4028.72935327292, '1']
[4044.327285875114, '0']
[4044.327285875114, '0']
[4048.811434154439, '1']
[4057.2522115927177, '0']
[4079.1932635142102, '1']
[4128.206934282765, '1']
[4131.2164535815755, '0']
[4159.808930298493, '1']
[4170.994688486782, '1']
[4174.149769311857, '1']
[4206.708004647228, '0']
[4214.539267420768, '1']
[4217.91843079814, '0']
[4221.750099738439, '0']
[4237.1570485206585, '0']
[4270.559683216703, '0']
[4289.121553696568, '1']
[4361.677515018422, '0']
[4369.844833406992, '1']
[4383.3990198438105, '1']
[4415.269903260803, '1']
[4417.771475539082, '1']
[4439.005544742389, '0']
[4463.752829884338, '0']
[4467.106880850758, '1']
[4471.37705686123, '0']
[4472.27191413238, '0']
[4477.530409147774, '0']
[4477.530409147774, '1']
[4522.73924000612, '1']
[4524.749941834822, '1']
[4528.9083373789035, '1']
[4533.035136454319, '1']
[4555.914961361378, '0']
[4583.6534350637585, '0']
[4583.6534350637585, '0']
[4583.6534350637585, '1']
[4603.830809507935, '0']
[4603.830809507935, '0']
[4604.859549307083, '1']
[4613.8026309884035, '1']
[4615.34174859851, '0']
[4634.526703926438, '0']
[4635.044155365382, '0']
[4646.145400091657, '1']
[4653.559037585436, '1']
[4690.291994977739, '0']
[4709.6930224685, '0']
[4723.0873448441125, '1']
[4725.267489183865, '1']
[4780.468938602786, '0']
[4806.204564054367, '1']
[4809.305321935169, '0']
[4811.2038982849535, '1']
[4834.457150813699, '1']
[4835.004826051223, '0']
[4864.388400723017, '0']
[4891.097697803413, '0']
[4906.604019251961, '0']
[4921.519021279751, '1']
[4922.5478772476445, '0']
[4940.731885288063, '1']
[4946.115225604079, '1']
[4960.968914858774, '1']
[4963.899879945449, '1']
[4965.155215373759, '1']
[4971.907345413624, '1']
[4991.20669914066, '1']
[5006.562948499448, '1']
[5060.789147034209, '0']
[5101.484401795528, '1']
[5124.818624960615, '0']
[5144.089038992433, '0']
[5149.038387916683, '0']
[5166.83016048718, '0']
[5172.816773367393, '1']
[5186.905870424183, '0']
[5186.905870424183, '1']
[5199.127804228217, '1']
[5232.270163399621, '0']
[5232.270163399621, '1']
[5252.0360372729965, '0']
[5270.826265151743, '1']
[5328.300299694219, '0']
[5328.300299694219, '0']
[5328.584751069029, '0']
[5332.875048642666, '0']
[5332.875048642666, '0']
[5332.875048642666, '0']
[5345.323678324621, '1']
[5399.089854133578, '1']
[5414.655529314069, '1']
[5438.903367758606, '1']
[5439.360044695156, '0']
[5440.659114204449, '0']
[5445.757994355638, '0']
[5456.442523720851, '1']
[5462.755459967895, '1']
[5495.560746061877, '1']
[5511.348579506994, '1']
[5512.712128859673, '1']
[5544.833515745549, '1']
[5545.74895755222, '0']
[5554.189225006204, '1']
[5582.017660273497, '0']
[5597.115145399498, '1']
[5616.254450852021, '1']
[5622.297795325501, '0']
[5622.297795325501, '1']
[5639.176232578098, '0']
[5674.542511400594, '1']
[5683.565081990744, '1']
[5694.869807870153, '1']
[5721.363035631198, '0']
[5726.036873290665, '0']
[5731.865802374109, '1']
[5756.042554868781, '0']
[5776.289562846986, '0']
[5777.704556419497, '0']
[5829.9762709333845, '1']
[5843.1781945144485, '1']
[5874.1174833577825, '1']
[5910.90316500253, '0']
[5912.277615691757, '1']
[5928.817812919189, '0']
[5956.674918008029, '0']
[5959.116530728704, '0']
[6039.5819214036055, '0']
[6085.554086327167, '0']
[6092.352646103753, '1']
[6113.740019319418, '1']
[6123.73591873772, '1']
[6153.654101408181, '1']
[6159.226846535476, '0']
[6170.073126738145, '0']
[6179.6989161989995, '1']
[6186.252217462107, '1']
[6235.191420376605, '1']
[6238.950888632168, '0']
[6238.950888632168, '0']
[6254.494250684074, '1']
[6261.915952216344, '1']
[6336.383221795419, '0']
[6345.619297529842, '1']
[6363.318883994619, '1']
[6394.392724020738, '1']
[6397.576415336632, '1']
[6455.0752706389985, '0']
[6480.342840899195, '1']
[6486.4547141906905, '1']
[6501.082554296327, '1']
[6511.904636876193, '0']
[6520.399087646845, '0']
[6529.2887085660395, '0']
[6529.2887085660395, '1']
[6561.849626781971, '1']
[6612.772599501273, '1']
[6664.3824094732945, '1']
[6666.666666666666, '1']
[6708.448210082405, '1']
[6709.089581911007, '1']
[6719.260715578599, '0']
[6726.903962034549, '1']
[6742.4990824110055, '0']
[6751.400886373367, '1']
[6832.1674648015505, '1']
[6898.447264267509, '0']
[6908.419913105896, '1']
[6925.311642497329, '0']
[6931.447979482914, '1']
[6946.180989691867, '1']
[6951.611177946823, '1']
[6968.533399268478, '0']
[6971.511331395259, '1']
[6994.061057695985, '1']
[7013.70630422223, '1']
[7029.291582979169, '1']
[7041.579898866051, '1']
[7041.759732935092, '1']
[7082.030383289557, '1']
[7093.568859962403, '1']
[7131.351242336754, '1']
[7136.9288544172505, '0']
[7152.349690008862, '0']
[7160.5232492878, '0']
[7172.749286020113, '1']
[7181.429157435916, '1']
[7228.9685603634225, '1']
[7229.183204469769, '0']
[7238.012187075402, '0']
[7243.018231307114, '0']
[7263.040816659564, '1']
[7310.441939384447, '0']
[7328.679815918868, '1']
[7379.967492381449, '0']
[7408.117807665445, '1']
[7419.622051963148, '0']
[7432.213398349994, '1']
[7478.464675427273, '1']
[7515.117515701978, '0']
[7515.117515701978, '1']
[7533.569091485898, '1']
[7559.718806794473, '0']
[7567.475049013345, '1']
[7571.196769527966, '1']
[7571.823179085057, '1']
[7573.4502071077495, '0']
[7588.749455106111, '1']
[7632.213883601166, '0']
[7639.32030357993, '0']
[7671.0448171983135, '0']
[7671.0448171983135, '0']
[7684.716103012216, '0']
[7703.25220279423, '0']
[7714.752709378707, '1']
[7741.170225184406, '1']
[7818.450002713259, '1']
[7840.284482370205, '0']
[7849.784305187322, '1']
[7865.119518447293, '1']
[7867.659175018658, '1']
[7877.686022747413, '1']
[7916.229894858993, '1']
[7936.0852539155, '0']
[7936.196268997866, '1']
[7967.1909640280355, '0']
[8017.590182807023, '0']
[8021.894778006796, '1']
[8046.090898492951, '1']
[8051.263748901567, '1']
[8084.041697487076, '1']
[8132.637368108677, '1']
[8225.52578646939, '1']
[8231.858460799087, '0']
[8237.404544552914, '1']
[8263.358352647252, '0']
[8284.366140388589, '1']
[8318.57584436714, '0']
[8368.682475691392, '0']
[8374.955269782653, '1']
[8424.974481614474, '1']
[8467.626394402783, '0']
[8469.119850560646, '1']
[8485.355750095894, '0']
[8485.355750095894, '0']
[8549.524337640392, '1']
[8555.363869359913, '1']
[8562.271264779754, '1']
[8573.127712794128, '1']
[8596.604341285192, '0']
[8596.604341285192, '1']
[8659.39763621311, '0']
[8659.39763621311, '1']
[8708.422246653303, '1']
[8722.839520129384, '1']
[8741.908682984678, '0']
[8752.40352246728, '0']
[8767.069305607509, '0']
[8767.069305607509, '0']
[8795.31870606883, '0']
[8830.188182942338, '1']
[8904.90836618583, '0']
[8917.590528522618, '0']
[8939.817100592183, '0']
[8985.39506697498, '1']
[8988.758384755423, '1']
[9007.061536244415, '0']
[9009.009009009009, '1']
[9046.774280474361, '0']
[9079.77053051137, '0']
[9098.67524095222, '1']
[9148.655616459117, '0']
[9306.817114814574, '1']
[9335.105070150245, '0']
[9405.329385598563, '0']
[9411.804128761958, '1']
[9434.496292242957, '0']
[9464.886669984771, '1']
[9506.68222269875, '1']
[9625.335262434151, '1']
[9636.136034334555, '1']
[9639.012188092685, '1']
[9734.016945077727, '1']
[9767.305155917633, '1']
[9789.865671091524, '0']
[9794.57683941772, '0']
[9795.50527049904, '1']
[9804.455899939347, '0']
[9834.98020845638, '1']
[9875.691620508082, '0']
[9904.443763621768, '0']
[10118.672020722754, '0']
[10119.050583480284, '0']
[10170.16012002405, '1']
[10247.415181668972, '0']
[10256.480290813523, '0']
[10281.478217993716, '1']
[10284.384497824021, '0']
[10291.314478507138, '0']
[10333.66032097436, '1']
[10411.42762606941, '1']
[10418.657038119225, '1']
[10479.456344549819, '1']
[10490.016224252664, '1']
[10533.744024603131, '0']
[10534.554564821716, '1']
[10586.11051978601, '1']
[10645.216483915721, '0']
[10680.08425381669, '1']
[10715.953488363497, '1']
[10760.729792694541, '1']
[10796.179548239805, '0']
[10876.0505117371, '0']
[10891.515988711277, '1']
[10922.667729621147, '1']
[10937.626514650885, '1']
[10968.400576266335, '0']
[11023.241625209748, '0']
[11050.046368443253, '0']
[11082.164048000275, '1']
[11091.49791510444, '1']
[11267.924563678916, '0']
[11357.137162515586, '0']
[11366.954899375269, '0']
[11369.953962197598, '0']
[11407.596045759416, '0']
[11537.067498466879, '1']
[11550.01155001155, '0']
[11595.436417705088, '0']
[11615.561666587948, '0']
[11620.346902592899, '1']
[11660.973975471, '1']
[11706.534092659216, '0']
[11763.261415705178, '1']
[11780.232736694483, '1']
[11812.922145723383, '1']
[11818.10425555395, '1']
[11979.834018468368, '0']
[12013.290815052746, '0']
[12013.440572439866, '1']
[12062.726258066676, '1']
[12067.506402464755, '0']
[12067.506402464755, '1']
[12074.93846490975, '1']
[12079.580273630338, '1']
[12184.798075706269, '1']
[12285.778532686083, '1']
[12352.270008250156, '0']
[12359.288780358951, '1']
[12367.899108204636, '0']
[12378.838207375304, '0']
[12424.011621413812, '0']
[12456.808070985971, '1']
[12529.465104663463, '0']
[12553.321325372313, '1']
[12582.026260444516, '0']
[12586.19984945676, '0']
[12586.19984945676, '0']
[12621.936293745432, '0']
[12629.421290132572, '1']
[12631.542008300414, '0']
[12676.093572190419, '1']
[12758.590774298913, '1']
[12845.294964355087, '1']
[12860.67753895718, '0']
[12907.71309036146, '0']
[12953.524220416386, '0']
[12981.828934143747, '0']
[13000.90106588782, '1']
[13168.662906922598, '1']
[13173.730352464596, '1']
[13175.493068184633, '0']
[13229.672924164368, '0']
[13233.12475636217, '0']
[13274.1817423427, '0']
[13295.64257162522, '1']
[13410.982853847938, '1']
[13439.8522587707, '0']
[13444.944787395898, '1']
[13500.699889782987, '0']
[13500.699889782987, '0']
[13528.715581006583, '0']
[13528.715581006583, '1']
[13579.319419508782, '1']
[13606.27801124428, '0']
[13618.77372205524, '0']
[13709.700991166166, '0']
[13713.40811658788, '0']
[13858.456400936186, '1']
[13876.621418420586, '0']
[13937.066798536956, '0']
[14003.806456556244, '1']
[14013.080250517864, '1']
[14095.83880681268, '1']
[14169.730774592363, '1']
[14224.028451324759, '1']
[14325.837481609913, '0']
[14414.046632411972, '0']
[14417.420727740007, '1']
[14443.55788188204, '1']
[14470.517430564196, '0']
[14573.85271371857, '1']
[14642.966733619267, '1']
[14691.562547105124, '1']
[14702.555896682125, '0']
[14779.57126533285, '1']
[14793.716607937238, '0']
[14802.646381593751, '0']
[14879.49686898075, '1']
[14919.613540199463, '1']
[14949.569302444515, '0']
[14960.79222407196, '1']
[15006.273441284908, '1']
[15022.135490824514, '1']
[15127.424673112439, '1']
[15147.935846205959, '0']
[15147.935846205959, '0']
[15181.965909778371, '1']
[15331.510932192992, '0']
[15443.719963607553, '0']
[15451.128727878186, '0']
[15545.423293496642, '0']
[15675.43323752872, '0']
[15804.808090284363, '1']
[15849.80542693325, '0']
[15903.97846476052, '1']
[15995.581748901448, '0']
[16048.443188671596, '1']
[16051.557830312273, '0']
[16052.309105208737, '1']
[16084.478117066448, '0']
[16216.396341986163, '1']
[16244.817986872617, '1']
[16455.577545736236, '0']
[16624.975055217732, '1']
[16640.02852398916, '1']
[16699.486570583704, '0']
[16724.911169815547, '1']
[16806.94242229538, '0']
[16813.261976686124, '0']
[16833.793509861178, '0']
[16850.48598167007, '1']
[16896.28604645717, '0']
[17022.03295927627, '0']
[17022.03295927627, '1']
[17029.321074897107, '1']
[17086.51761939673, '0']
[17106.31594828845, '1']
[17113.036382526458, '0']
[17131.07325687363, '0']
[17170.254390182887, '1']
[17357.689015630207, '1']
[17442.87458573173, '1']
[17471.42683769024, '1']
[17544.80152794168, '1']
[17604.717902671302, '0']
[17709.21258286825, '0']
[17848.495590800692, '1']
[17905.32673085153, '0']
[17965.78433316202, '0']
[17965.78433316202, '1']
[18016.436869082576, '1']
[18043.972720337897, '0']
[18254.425615769975, '0']
[18254.425615769975, '0']
[18365.252488905284, '1']
[18404.035626994104, '0']
[18415.32323803174, '1']
[18444.79428236812, '1']
[18568.257311062953, '1']
[18653.464814507704, '1']
[19128.51555561144, '0']
[19146.114005105443, '0']
[19159.19432048968, '1']
[19334.487485736685, '1']
[19463.79420015833, '0']
[19552.004509487455, '1']
[19570.254434443523, '1']
[19747.566362740592, '1']
[19752.50775137848, '1']
[19767.87802942127, '1']
[19810.951161612113, '0']
[19822.252478286962, '1']
[19988.447048158774, '0']
[20010.07347084728, '1']
[20012.125833737562, '1']
[20036.62065532981, '1']
[20097.386171325612, '1']
[20237.344041445507, '1']
[20258.114625478076, '0']
[20420.891062926486, '1']
[20435.98451965103, '0']
[20599.68711270488, '0']
[20826.319330443814, '1']
[21332.55828906521, '1']
[21362.547834079298, '1']
[21420.566945188675, '0']
[21446.979275150592, '0']
[21446.979275150592, '1']
[21486.56928584069, '0']
[21578.500487583762, '1']
[21592.35909647961, '1']
[21601.780007307247, '0']
[21785.309366725825, '0']
[21832.26756534981, '1']
[22022.373720414307, '0']
[22022.373720414307, '1']
[22079.090165720176, '0']
[22079.090165720176, '0']
[22079.090165720176, '0']
[22213.377129833774, '0']
[22274.853550316915, '1']
[22328.77649028272, '1']
[22347.723191081037, '1']
[22367.646644773762, '1']
[22405.760448868492, '1']
[22454.69588931844, '1']
[22552.349686988666, '1']
[22722.984020322023, '0']
[22933.958337976976, '0']
[23024.30797029327, '1']
[23201.45887733642, '0']
[23246.7642152408, '1']
[23255.99246321392, '1']
[23275.196568170784, '0']
[23275.196568170784, '0']
[23372.164443153437, '1']
[23391.49769584391, '1']
[23488.993951231383, '0']
[23650.282197870372, '1']
[23737.41183117224, '1']
[23751.232181842504, '1']
[23791.198559969584, '1']
[23805.170863994394, '0']
[23963.406211429734, '0']
[24026.58163010549, '1']
[24051.046476898126, '1']
[24092.939282503503, '0']
[24092.939282503503, '0']
[24158.535910406998, '1']
[24313.714972369027, '1']
[24341.3680976363, '1']
[24370.228499861845, '0']
[24625.26487466066, '1']
[24645.084434176184, '0']
[24749.737353724246, '0']
[24793.31094444622, '1']
[24822.1475203368, '1']
[25087.99358616851, '0']
[25136.08134112883, '0']
[25243.872587490863, '1']
[25568.042810560986, '0']
[25639.12188399424, '0']
[25719.75624503316, '0']
[25769.609348187714, '1']
[25941.436734093895, '1']
[26032.063004602387, '1']
[26054.898709688376, '1']
[26076.459182330695, '0']
[26179.582342671754, '0']
[26208.69395959886, '1']
[26351.861139749773, '1']
[26360.978753258805, '1']
[26360.978753258805, '1']
[26465.3712889068, '1']
[26599.28874020105, '1']
[26601.566617921242, '1']
[26756.394368812966, '0']
[26766.530027629902, '0']
[26974.831457206834, '0']
[27069.425062736096, '0']
[27183.461366825504, '0']
[27217.380213718505, '1']
[27222.70678640302, '1']
[27281.0209411823, '1']
[27393.470290326517, '0']
[27412.672914564522, '1']
[27494.56316330054, '1']
[27546.134741774073, '1']
[27587.941590174105, '1']
[27593.0366894168, '0']
[27749.38027282226, '0']
[27749.38027282226, '1']
[27758.227076092, '1']
[27773.800581338393, '0']
[28189.726542831137, '0']
[28226.673661794284, '1']
[28231.167911357734, '1']
[28256.941416529895, '0']
[28256.941416529895, '0']
[28321.30493785463, '0']
[28343.57109064207, '0']
[28472.60919753026, '1']
[28644.390769597398, '1']
[28838.007109145514, '0']
[28921.440416326153, '0']
[28965.34793807365, '1']
[29278.423744968135, '1']
[29301.635200543362, '1']
[29666.59347087782, '1']
[29691.64758868987, '0']
[29691.64758868987, '0']
[29760.787228658537, '0']
[29774.152361013694, '1']
[29863.722619187414, '1']
[30050.360982015205, '1']
[30076.98804971574, '1']
[30139.43329861866, '1']
[30297.698169924508, '0']
[30303.030303030304, '1']
[30305.58222294825, '0']
[30305.58222294825, '1']
[30521.36552457591, '0']
[31448.944607882542, '1']
[31624.346102930933, '1']
[31793.267386149553, '0']
[31797.806470108368, '0']
[31821.99312107177, '0']
[32067.710586089994, '0']
[32271.762734282675, '0']
[32338.325109535566, '0']
[32578.717707665517, '0']
[32691.82141425482, '0']
[33005.221343387515, '1']
[33098.00444445852, '1']
[33199.02030670114, '0']
[33278.12482141854, '1']
[33505.79080517514, '1']
[33740.01986445408, '0']
[33978.07946941257, '0']
[34063.47749760592, '0']
[34134.75782805936, '0']
[34331.52992191564, '1']
[34343.205003331845, '1']
[34389.665173429654, '0']
[35091.07995271764, '1']
[35143.04667647171, '0']
[35176.34447176876, '1']
[35410.8810266873, '1']
[35596.433619976466, '0']
[35865.05056330028, '1']
[35898.706967930506, '1']
[35925.83015309281, '1']
[36000.10095084992, '0']
[36096.049132209475, '1']
[36400.37178814386, '0']
[36525.3123782415, '1']
[36674.32793377203, '0']
[36687.745166290006, '1']
[36712.887183919374, '1']
[37206.307472638786, '1']
[37254.770473359116, '1']
[37648.01308816007, '1']
[37799.449150237786, '0']
[38257.03111122288, '1']
[38687.240144001094, '1']
[39120.629574492064, '1']
[39308.39087957634, '1']
[39588.837167044076, '0']
[39588.837167044076, '0']
[39588.837167044076, '0']
[39600.67747214942, '1']
[39630.04620289116, '1']
[39758.22735829985, '1']
[39955.88444445068, '1']
[40161.36933060427, '0']
[40452.25405335295, '1']
[40583.84525189844, '0']
[40781.505260481965, '1']
[40874.06244210273, '1']
[40996.93685876246, '1']
[41046.82669757257, '0']
[41046.82669757257, '0']
[41316.51211221798, '1']
[41403.06519208527, '0']
[41603.56366616149, '0']
[41643.01377353146, '0']
[41798.986960397735, '1']
[41921.14874899104, '0']
[42454.51734046345, '0']
[42488.491035997184, '0']
[42580.58994330021, '1']
[42702.697179079856, '1']
[42756.57455530941, '1']
[42862.639540851196, '0']
[42953.912347793834, '1']
[43001.999561137476, '1']
[43308.31350391173, '1']
[43482.05739217815, '1']
[43522.88615121448, '0']
[43828.46788591693, '0']
[44158.18033144035, '1']
[44361.16779180356, '1']
[44754.13826050774, '0']
[45040.9711882793, '1']
[45554.09303152156, '1']
[45623.90256692946, '1']
[45926.18969545776, '1']
[46056.91425626497, '0']
[46142.144334303375, '0']
[46432.44156397915, '1']
[46807.01595173095, '1']
[46877.131275634856, '1']
[46970.81889473908, '0']
[47073.52814155062, '1']
[47212.89282261044, '0']
[47212.89282261044, '0']
[47218.911395948104, '0']
[47221.56483300344, '1']
[47332.83035120641, '0']
[47347.218089804606, '1']
